12772 0.01
-55.6926e-3 -57.1147e-3 174.128e-3
-6.69758e-3 -45.8171e-3 297.78e-3
-27.9113e-3 -46.3282e-3 288.301e-3
-1.8138e-3 -50.5629e-3 300.349e-3
-23.5692e-3 -47.7054e-3 291.632e-3
67.506e-3 -44.9483e-3 275.952e-3
78.7024e-3 -52.4085e-3 262.374e-3
-29.9651e-3 -98.874e-3 73.8683e-3
-46.1776e-3 -71.8028e-3 82.2277e-3
-44.7964e-3 -77.2962e-3 73.2819e-3
50.6586e-3 -96.5598e-3 72.1128e-3
-68.5366e-3 -67.9043e-3 162.24e-3
-67.3785e-3 -64.5459e-3 157.092e-3
67.8346e-3 -59.1452e-3 66.1877e-3
66.7983e-3 -58.0677e-3 71.0649e-3
-53.7833e-3 -58.8537e-3 167.888e-3
73.2837e-3 -48.1597e-3 167.493e-3
91.2778e-3 -58.2485e-3 166.606e-3
90.4618e-3 -58.3469e-3 168.19e-3
-17.3686e-3 -49.5827e-3 295.535e-3
-15.6438e-3 -45.7887e-3 294.858e-3
78.7038e-3 -47.7554e-3 181.725e-3
92.2785e-3 -57.8615e-3 175.742e-3
86.3437e-3 -62.4248e-3 197.257e-3
84.3087e-3 -53.322e-3 195.399e-3
82.6291e-3 -50.5979e-3 190.925e-3
78.923e-3 -48.9955e-3 259.664e-3
67.9357e-3 -70.1748e-3 121.698e-3
64.7623e-3 -48.5796e-3 119.906e-3
64.3223e-3 -46.7394e-3 124.467e-3
-46.122e-3 -69.8979e-3 122.481e-3
-44.7538e-3 -79.7651e-3 120.997e-3
68.129e-3 -73.3621e-3 127.927e-3
68.3802e-3 -68.8587e-3 126.811e-3
66.3504e-3 -53.1566e-3 120.908e-3
-58.4222e-3 -46.9777e-3 243.238e-3
-62.8971e-3 -58.1996e-3 232.118e-3
-74.9395e-3 -67.0689e-3 190.4e-3
-60.8166e-3 -52.3265e-3 239.589e-3
-60.5974e-3 -48.6462e-3 236.241e-3
75.2948e-3 -47.5589e-3 266.478e-3
72.7622e-3 -49.1948e-3 271.542e-3
-76.7058e-3 -47.9113e-3 22.268e-3
30.136e-3 -49.9325e-3 300.175e-3
-73.4102e-3 -62.6286e-3 188.683e-3
-62.761e-3 -54.3771e-3 218.762e-3
-43.9844e-3 -51.1348e-3 275.221e-3
-74.3474e-3 -62.7783e-3 185.012e-3
-46.4597e-3 -69.8822e-3 85.8412e-3
-64.2142e-3 -86.8663e-3 142.504e-3
-46.4523e-3 -69.4144e-3 90.6281e-3
-32.486e-3 -97.3725e-3 82.1833e-3
-27.6964e-3 -101.426e-3 77.425e-3
85.6492e-3 -82.5314e-3 238.229e-3
85.0252e-3 -77.1114e-3 246.6e-3
-77.4145e-3 -45.3796e-3 22.6778e-3
-74.3151e-3 -47.7643e-3 29.9182e-3
-65.6641e-3 -77.6139e-3 147.632e-3
-65.1447e-3 -78.4144e-3 146.471e-3
-65.1878e-3 -73.0624e-3 149.072e-3
-64.5841e-3 -81.224e-3 144.669e-3
-65.0957e-3 -80.3866e-3 145.82e-3
-66.4332e-3 -75.3614e-3 149.691e-3
-76.2879e-3 -49.3945e-3 24.9327e-3
-72.2982e-3 -74.2422e-3 164.866e-3
-71.5786e-3 -73.9571e-3 162.73e-3
-74.2572e-3 -65.2788e-3 190.351e-3
65.8082e-3 -48.4013e-3 137.055e-3
-60.7178e-3 -74.834e-3 146.28e-3
69.0256e-3 -75.4467e-3 137.261e-3
67.0385e-3 -52.2786e-3 134.839e-3
-61.4539e-3 -67.0057e-3 153.294e-3
68.2409e-3 -48.9425e-3 151.036e-3
35.5315e-3 -50.5888e-3 299.062e-3
30.688e-3 -53.8073e-3 301.467e-3
-42.8022e-3 -46.7364e-3 274.725e-3
-47.9645e-3 -47.3654e-3 267.736e-3
82.8815e-3 -48.0008e-3 196.383e-3
92.1607e-3 -57.689e-3 173.576e-3
75.4896e-3 -50.9615e-3 169.684e-3
-62.3771e-3 -82.2905e-3 196.751e-3
72.427e-3 -72.0686e-3 41.7028e-3
-29.2925e-3 -99.3048e-3 68.3084e-3
48.8246e-3 -97.427e-3 64.4613e-3
55.8332e-3 -89.9589e-3 69.6748e-3
53.7401e-3 -93.0435e-3 72.984e-3
-63.2281e-3 -59.7195e-3 210.979e-3
66.406e-3 -77.4918e-3 112.684e-3
65.1107e-3 -50.4473e-3 113.487e-3
-42.3609e-3 -85.595e-3 111.757e-3
67.3839e-3 -71.8722e-3 115.503e-3
67.5006e-3 -68.3502e-3 112.912e-3
66.8145e-3 -59.376e-3 109.662e-3
89.531e-3 -60.2274e-3 160.282e-3
72.8083e-3 -51.7735e-3 162.017e-3
84.4011e-3 -56.4249e-3 191.342e-3
80.7387e-3 -49.2924e-3 185.681e-3
68.6815e-3 -55.4641e-3 63.657e-3
59.1533e-3 -85.4576e-3 56.2279e-3
70.1096e-3 -54.6658e-3 59.5022e-3
96.1514e-3 -50.3627e-3 22.409e-3
88.2143e-3 -76.1354e-3 144.903e-3
66.2361e-3 -66.0014e-3 93.2195e-3
65.2693e-3 -57.7175e-3 87.8622e-3
65.7436e-3 -62.4532e-3 85.5256e-3
87.921e-3 -53.7787e-3 33.0275e-3
96.0851e-3 -50.5234e-3 24.5385e-3
68.3904e-3 -53.0713e-3 144.419e-3
70.0333e-3 -74.049e-3 141.193e-3
70.032e-3 -67.7602e-3 140.388e-3
88.7325e-3 -62.6526e-3 156.234e-3
89.4058e-3 -60.9902e-3 158.909e-3
74.5189e-3 -53.9147e-3 271.069e-3
-65.5878e-3 -64.5003e-3 155.444e-3
22.1264e-3 -51.8143e-3 301.804e-3
-63.9571e-3 -58.7409e-3 164.87e-3
67.9317e-3 -64.6148e-3 119.229e-3
66.5501e-3 -55.1307e-3 116.324e-3
87.8695e-3 -61.5614e-3 158.774e-3
64.7861e-3 -47.2935e-3 128.653e-3
68.2002e-3 -49.9033e-3 277.689e-3
80.3037e-3 -59.7807e-3 261.748e-3
-11.1171e-3 -47.0899e-3 297.045e-3
93.5913e-3 -58.7853e-3 181.214e-3
86.0857e-3 -55.9446e-3 203.962e-3
85.3097e-3 -57.2964e-3 195.426e-3
90.6644e-3 -63.707e-3 155.623e-3
83.4696e-3 -78.757e-3 142.014e-3
68.2428e-3 -76.6733e-3 133.264e-3
67.583e-3 -52.5522e-3 140.208e-3
66.0222e-3 -50.9255e-3 126.608e-3
-46.4053e-3 -73.8535e-3 131.902e-3
67.2674e-3 -81.646e-3 128.985e-3
66.262e-3 -50.7366e-3 131.207e-3
68.2845e-3 -65.6147e-3 124.072e-3
-27.5277e-3 -50.7631e-3 290.329e-3
-23.3087e-3 -52.0799e-3 293.362e-3
-62.2419e-3 -51.5799e-3 215.036e-3
-62.9611e-3 -55.8234e-3 214.436e-3
-34.7123e-3 -95.5211e-3 86.5391e-3
57.4248e-3 -90.3531e-3 85.5102e-3
-39.1478e-3 -89.2353e-3 87.6623e-3
53.4944e-3 -94.6682e-3 80.9584e-3
80.4068e-3 -51.447e-3 182.314e-3
83.2383e-3 -80.9265e-3 140.713e-3
68.9335e-3 -66.3722e-3 131.584e-3
69.2104e-3 -68.1931e-3 135.378e-3
89.4704e-3 -59.1399e-3 164.838e-3
75.0353e-3 -54.0696e-3 165.088e-3
-52.7094e-3 -63.7755e-3 162.278e-3
-61.394e-3 -61.7174e-3 162.51e-3
41.3741e-3 -51.3642e-3 297.857e-3
44.7679e-3 -60.7484e-3 297.934e-3
19.242e-3 -55.6979e-3 302.876e-3
61.6064e-3 -81.5061e-3 59.8472e-3
-74.8445e-3 -65.8218e-3 189.009e-3
95.4064e-3 -60.6176e-3 184.895e-3
-40.6297e-3 -88.4512e-3 103.876e-3
66.0524e-3 -54.2264e-3 111.463e-3
-48.8153e-3 -68.3595e-3 149.452e-3
69.9222e-3 -52.0427e-3 152.954e-3
-14.7102e-3 -54.6123e-3 298.096e-3
-19.4256e-3 -53.2476e-3 295.729e-3
78.8434e-3 -56.9707e-3 264.231e-3
14.0226e-3 -54.7919e-3 302.659e-3
2.99524e-3 -53.6812e-3 301.767e-3
48.5921e-3 -98.1718e-3 68.388e-3
54.8472e-3 -115.086e-3 88.5274e-3
53.8776e-3 -93.5003e-3 77.0505e-3
56.6163e-3 -89.3189e-3 73.6004e-3
97.1476e-3 -63.0744e-3 186.065e-3
-66.7019e-3 -54.1696e-3 35.3293e-3
-31.5989e-3 -49.444e-3 286.941e-3
-45.2774e-3 -54.9275e-3 275.043e-3
-34.1444e-3 -52.9372e-3 286.228e-3
31.7535e-3 -58.6186e-3 302.297e-3
26.5426e-3 -52.8577e-3 301.777e-3
37.5553e-3 -55.299e-3 300.175e-3
-73.4415e-3 -63.7196e-3 189.934e-3
-74.6077e-3 -53.7991e-3 26.6747e-3
88.8993e-3 -61.7931e-3 157.508e-3
69.3342e-3 -53.3962e-3 148.732e-3
82.8343e-3 -53.3881e-3 187.878e-3
93.271e-3 -58.2602e-3 179.273e-3
-65.9973e-3 -56.8016e-3 173.998e-3
-64.6865e-3 -82.692e-3 144.331e-3
-67.1264e-3 -74.6034e-3 151.418e-3
-64.6016e-3 -86.4575e-3 143.914e-3
-64.7939e-3 -84.1901e-3 144.456e-3
-64.3274e-3 -88.0819e-3 143.559e-3
-72.652e-3 -74.9886e-3 167.059e-3
-63.8044e-3 -89.9471e-3 143.645e-3
-71.8253e-3 -75.8759e-3 166.153e-3
-69.6659e-3 -76.7976e-3 166.134e-3
-71.092e-3 -75.2076e-3 161.93e-3
-64.3536e-3 -87.5763e-3 145.02e-3
-63.8554e-3 -88.6806e-3 142.099e-3
-63.5308e-3 -83.5219e-3 142.676e-3
-66.4922e-3 -76.9179e-3 149.906e-3
-75.0377e-3 -52.7709e-3 22.5787e-3
-70.207e-3 -73.6006e-3 159.511e-3
-65.6957e-3 -79.3505e-3 147.659e-3
-65.9365e-3 -76.357e-3 148.526e-3
-13.5909e-3 -50.6765e-3 297.436e-3
-62.6693e-3 -55.4517e-3 209.785e-3
-74.0211e-3 -66.7666e-3 191.613e-3
-63.4321e-3 -63.9645e-3 209.925e-3
-73.9378e-3 -71.5968e-3 193.174e-3
-9.48036e-3 -51.6066e-3 299.047e-3
52.569e-3 -57.5662e-3 293.095e-3
58.8413e-3 -54.7337e-3 288.074e-3
-66.4352e-3 -56.8689e-3 176.443e-3
89.471e-3 -59.7415e-3 161.736e-3
-51.5429e-3 -64.8845e-3 158.673e-3
37.0515e-3 -71.384e-3 301.526e-3
83.9441e-3 -77.7177e-3 251.257e-3
68.8076e-3 -54.0117e-3 278.585e-3
82.6834e-3 -64.3187e-3 256.249e-3
82.6658e-3 -69.6019e-3 256.747e-3
64.1249e-3 -54.5886e-3 283.57e-3
68.5178e-3 -58.07e-3 280.101e-3
71.809e-3 -55.3918e-3 275.417e-3
42.8899e-3 -57.2215e-3 298.75e-3
-26.8457e-3 -107.137e-3 82.5374e-3
50.8719e-3 -97.1267e-3 76.2368e-3
-39.6428e-3 -55.265e-3 281.808e-3
-25.1519e-3 -55.7741e-3 293.352e-3
67.6272e-3 -63.8741e-3 115.213e-3
90.2218e-3 -65.606e-3 153.4e-3
67.1361e-3 -72.0511e-3 111.04e-3
91.6139e-3 -57.8296e-3 171.738e-3
87.0716e-3 -75.2097e-3 197.827e-3
84.7506e-3 -61.3382e-3 188.434e-3
90.7111e-3 -58.2047e-3 172.908e-3
77.5231e-3 -51.8709e-3 173.949e-3
-49.3939e-3 -53.5279e-3 268.233e-3
66.045e-3 -61.488e-3 77.3503e-3
65.9548e-3 -65.6721e-3 88.2565e-3
65.9386e-3 -64.9274e-3 80.0136e-3
71.4115e-3 -57.64e-3 55.6289e-3
94.4291e-3 -54.2341e-3 24.5591e-3
72.7571e-3 -60.1775e-3 51.3777e-3
69.8858e-3 -59.0206e-3 59.2927e-3
65.7186e-3 -69.1286e-3 81.2053e-3
65.9619e-3 -70.0742e-3 88.8876e-3
71.3937e-3 -55.6684e-3 153.789e-3
70.7791e-3 -57.5071e-3 149.912e-3
71.6687e-3 -53.3053e-3 157.042e-3
85.1272e-3 -79.0774e-3 141.474e-3
68.235e-3 -60.3729e-3 125.885e-3
67.4511e-3 -56.26e-3 124.614e-3
-64.6467e-3 -65.5439e-3 154.027e-3
83.1822e-3 -57.449e-3 36.2963e-3
27.329e-3 -57.4017e-3 302.772e-3
86.5306e-3 -59.5306e-3 32.0651e-3
92.3044e-3 -58.1678e-3 25.0369e-3
66.5616e-3 -66.7897e-3 97.1482e-3
94.7164e-3 -72.6357e-3 160.298e-3
89.4467e-3 -75.8453e-3 146.639e-3
87.6782e-3 -77.8132e-3 143.656e-3
88.0915e-3 -79.289e-3 143.654e-3
88.6793e-3 -78.4633e-3 144.845e-3
90.0398e-3 -75.5206e-3 148.113e-3
88.6233e-3 -80.5339e-3 145.062e-3
88.0381e-3 -81.4291e-3 143.553e-3
87.5246e-3 -82.4244e-3 142.475e-3
86.8757e-3 -83.2628e-3 141.395e-3
87.52e-3 -80.2611e-3 142.574e-3
86.0885e-3 -85.2245e-3 140.423e-3
85.6252e-3 -87.7156e-3 140.282e-3
86.2524e-3 -86.6172e-3 141.205e-3
87.6698e-3 -83.611e-3 143.432e-3
94.9653e-3 -73.4522e-3 162.342e-3
88.1036e-3 -82.6802e-3 144.537e-3
87.0469e-3 -84.4604e-3 142.354e-3
86.9764e-3 -85.7786e-3 143.218e-3
85.1406e-3 -86.3342e-3 139.439e-3
85.3679e-3 -89.3305e-3 141.029e-3
84.9579e-3 -88.9025e-3 139.556e-3
71.3999e-3 -120.241e-3 110.884e-3
84.0315e-3 -64.7736e-3 32.3393e-3
65.8627e-3 -73.7407e-3 92.351e-3
66.3633e-3 -72.0288e-3 96.4632e-3
66.8083e-3 -67.4494e-3 101.16e-3
86.5194e-3 -78.8511e-3 142.285e-3
86.1606e-3 -81.2277e-3 141.048e-3
89.3095e-3 -78.2833e-3 146.696e-3
94.0777e-3 -73.7399e-3 159.339e-3
90.8751e-3 -72.8601e-3 150.395e-3
63.0308e-3 -81.1965e-3 87.4703e-3
61.556e-3 -85.056e-3 90.8976e-3
81.4172e-3 -127.608e-3 160.225e-3
-62.3068e-3 -56.7627e-3 235.816e-3
67.3677e-3 -54.6549e-3 129.006e-3
66.4248e-3 -63.8201e-3 72.6897e-3
-63.9716e-3 -59.7101e-3 162.241e-3
76.7999e-3 -55.9606e-3 267.997e-3
98.0389e-3 -66.3234e-3 187.957e-3
-62.7726e-3 -58.5594e-3 206.557e-3
-72.1411e-3 -62.361e-3 189.445e-3
-72.5913e-3 -66.7177e-3 192.475e-3
95.7401e-3 -63.697e-3 175.458e-3
92.1581e-3 -58.128e-3 177.437e-3
90.8762e-3 -58.2932e-3 175.312e-3
83.5149e-3 -58.122e-3 185.901e-3
80.4618e-3 -54.2761e-3 179.211e-3
-71.3943e-3 -57.6636e-3 28.5438e-3
-65.3288e-3 -67.2571e-3 152.981e-3
64.1965e-3 -82.6319e-3 103.033e-3
-71.2523e-3 -61.1054e-3 188.792e-3
93.4592e-3 -59.7141e-3 183.322e-3
93.8944e-3 -60.834e-3 185.348e-3
94.7544e-3 -62.1926e-3 187.221e-3
76.8395e-3 -57.4302e-3 166.656e-3
76.1915e-3 -58.3569e-3 164.316e-3
77.0779e-3 -54.6484e-3 169.815e-3
-53.4318e-3 -61.4369e-3 165.399e-3
-54.2844e-3 -61.4657e-3 167.455e-3
89.7429e-3 -58.75e-3 166.469e-3
90.8332e-3 -58.1558e-3 169.926e-3
79.3175e-3 -55.3982e-3 174.98e-3
79.6931e-3 -58.7208e-3 39.9701e-3
49.9484e-3 -60.538e-3 296.134e-3
-36.8376e-3 -56.2509e-3 284.879e-3
89.5367e-3 -64.5168e-3 154.177e-3
88.4517e-3 -65.4357e-3 152.783e-3
88.3567e-3 -63.5949e-3 154.982e-3
68.3352e-3 -55.5622e-3 137.47e-3
-68.1975e-3 -70.2028e-3 158.646e-3
67.4606e-3 -59.7324e-3 117.376e-3
67.8442e-3 -60.0288e-3 121.635e-3
89.3299e-3 -67.5425e-3 151.145e-3
-16.2478e-3 -58.4075e-3 298.36e-3
-10.1855e-3 -57.4408e-3 300.283e-3
-21.4585e-3 -56.8944e-3 295.697e-3
-31.0165e-3 -53.9254e-3 288.962e-3
13.9718e-3 -62.1874e-3 304.212e-3
16.5966e-3 -58.7191e-3 303.519e-3
69.6391e-3 -64.5928e-3 137.749e-3
69.9395e-3 -61.7735e-3 140.768e-3
-63.2918e-3 -66.7976e-3 152.698e-3
-60.9777e-3 -69.3326e-3 151.015e-3
70.9747e-3 -71.9812e-3 144.067e-3
70.7482e-3 -70.629e-3 143.408e-3
-67.2778e-3 -57.7752e-3 181.387e-3
-67.8816e-3 -58.2752e-3 183.512e-3
-66.3369e-3 -57.7757e-3 180.06e-3
-71.0606e-3 -64.0648e-3 177.793e-3
67.7958e-3 -74.654e-3 49.1248e-3
70.3584e-3 -72.4855e-3 45.5514e-3
-65.0877e-3 -57.5003e-3 175.039e-3
82.1838e-3 -54.669e-3 184.105e-3
91.7836e-3 -58.7127e-3 179.24e-3
-63.2044e-3 -63.7228e-3 155.967e-3
69.8546e-3 -57.1476e-3 145.547e-3
-74.7622e-3 -68.3739e-3 191.647e-3
59.6029e-3 -85.0953e-3 74.1379e-3
60.043e-3 -83.8108e-3 67.3851e-3
-33.2271e-3 -57.4667e-3 288.324e-3
-66.8856e-3 -60.884e-3 31.3007e-3
-62.4514e-3 -62.7057e-3 34.8869e-3
73.5761e-3 -55.3581e-3 160.069e-3
89.3292e-3 -59.5347e-3 163.267e-3
-52.0888e-3 -66.0695e-3 159.558e-3
73.1067e-3 -65.0926e-3 151.741e-3
73.1914e-3 -57.9112e-3 156.621e-3
75.332e-3 -61.4467e-3 159.713e-3
-64.3328e-3 -57.6524e-3 169.771e-3
-64.0325e-3 -57.9748e-3 172.538e-3
87.7007e-3 -71.9568e-3 216.242e-3
95.8474e-3 -64.1368e-3 188.644e-3
96.1117e-3 -66.3063e-3 181.548e-3
74.4202e-3 -57.7299e-3 272.534e-3
71.5041e-3 -59.5872e-3 276.984e-3
28.6972e-3 -61.554e-3 303.216e-3
21.5551e-3 -59.9102e-3 303.676e-3
87.7733e-3 -67.0751e-3 223.787e-3
98.0012e-3 -68.328e-3 189.305e-3
86.8938e-3 -56.9318e-3 229.982e-3
87.5355e-3 -61.0074e-3 218.05e-3
87.3333e-3 -58.9399e-3 218.568e-3
98.3683e-3 -63.8307e-3 183.713e-3
95.9413e-3 -69.1631e-3 184.561e-3
87.8392e-3 -67.3204e-3 218.96e-3
97.2307e-3 -68.6979e-3 190.711e-3
-42.1878e-3 -54.3562e-3 278.722e-3
67.208e-3 -64.1791e-3 108.989e-3
83.0164e-3 -127.238e-3 166.421e-3
63.9982e-3 -79.449e-3 52.2925e-3
-4.94772e-3 -56.527e-3 301.396e-3
1.41562e-3 -58.1964e-3 302.727e-3
-7.56942e-3 -62.9507e-3 301.951e-3
-67.6326e-3 -59.6851e-3 186.285e-3
-65.8974e-3 -59.1975e-3 183.733e-3
34.2897e-3 -62.7769e-3 302.242e-3
39.7287e-3 -59.8474e-3 300.328e-3
38.7304e-3 -63.709e-3 301.096e-3
91.8689e-3 -60.1973e-3 183.371e-3
92.3436e-3 -61.254e-3 185.501e-3
92.2912e-3 -59.3328e-3 181.772e-3
81.5616e-3 -66.4031e-3 259.987e-3
83.0389e-3 -58.1968e-3 183.724e-3
89.8432e-3 -58.6122e-3 174.105e-3
95.8829e-3 -63.1864e-3 172.956e-3
89.864e-3 -58.5103e-3 171.593e-3
94.949e-3 -64.1576e-3 172.238e-3
88.6908e-3 -59.2034e-3 175.125e-3
88.6264e-3 -59.0339e-3 172.319e-3
83.7501e-3 -59.4904e-3 185.271e-3
86.863e-3 -71.3697e-3 195.595e-3
90.7434e-3 -58.5668e-3 177.191e-3
-63.2094e-3 -64.8908e-3 154.559e-3
-63.1192e-3 -58.8934e-3 167.919e-3
68.5717e-3 -59.3412e-3 130.89e-3
68.692e-3 -63.1413e-3 128.851e-3
88.1767e-3 -66.4828e-3 151.706e-3
85.5823e-3 -77.0482e-3 142.818e-3
69.1492e-3 -61.9086e-3 133.956e-3
-43.6133e-3 -58.0803e-3 278.216e-3
82.9866e-3 -76.1448e-3 255.333e-3
41.2522e-3 -71.7963e-3 300.144e-3
50.388e-3 -71.6849e-3 295.952e-3
62.6466e-3 -80.4269e-3 56.0741e-3
88.901e-3 -58.9614e-3 168.062e-3
89.3327e-3 -58.6893e-3 169.561e-3
88.3143e-3 -59.3629e-3 166.357e-3
94.8193e-3 -64.039e-3 166.413e-3
88.0646e-3 -59.763e-3 164.733e-3
94.6643e-3 -64.482e-3 168.991e-3
87.8731e-3 -59.4123e-3 169.384e-3
88.4514e-3 -59.0466e-3 170.763e-3
78.8757e-3 -58.1571e-3 171.19e-3
78.0487e-3 -58.5124e-3 168.743e-3
54.1168e-3 -95.3195e-3 84.9294e-3
56.7838e-3 -92.9564e-3 89.2497e-3
-52.8039e-3 -62.5127e-3 265.164e-3
80.0989e-3 -64.0199e-3 37.094e-3
-72.016e-3 -63.6501e-3 190.551e-3
-71.1822e-3 -66.5338e-3 184.328e-3
-65.4406e-3 -68.8414e-3 152.011e-3
74.307e-3 -61.5955e-3 47.2782e-3
70.0176e-3 -70.1236e-3 49.8424e-3
72.4051e-3 -68.0621e-3 46.2605e-3
90.3103e-3 -59.1292e-3 179.074e-3
90.2804e-3 -59.9621e-3 181.075e-3
82.1733e-3 -57.3507e-3 181.126e-3
90.4332e-3 -60.6499e-3 183.392e-3
-48.7812e-3 -58.3474e-3 271.174e-3
-51.1167e-3 -59.456e-3 267.388e-3
75.458e-3 -57.7885e-3 162.7e-3
75.0494e-3 -58.7107e-3 160.913e-3
88.0824e-3 -60.8891e-3 160.189e-3
88.0024e-3 -60.5001e-3 161.656e-3
74.7843e-3 -59.9617e-3 159.286e-3
86.6837e-3 -61.7711e-3 160.163e-3
75.9835e-3 -59.1972e-3 162.94e-3
86.5203e-3 -60.9968e-3 163.103e-3
95.6766e-3 -63.3248e-3 169.88e-3
78.8459e-3 -59.5274e-3 170.027e-3
85.9082e-3 -76.7152e-3 241.879e-3
85.19e-3 -87.0513e-3 235.434e-3
7.78889e-3 -59.0417e-3 303.44e-3
93.3109e-3 -62.5479e-3 187.468e-3
87.4736e-3 -62.4039e-3 157.41e-3
71.6437e-3 -69.3794e-3 146.356e-3
72.2397e-3 -68.9007e-3 148.111e-3
98.4564e-3 -65.6673e-3 185.197e-3
96.708e-3 -67.0564e-3 190.219e-3
-68.7169e-3 -60.4307e-3 187.963e-3
-61.2287e-3 -60.0198e-3 194.24e-3
84.1414e-3 -77.5359e-3 142.581e-3
69.3085e-3 -57.7189e-3 140.735e-3
86.7536e-3 -65.1284e-3 153.713e-3
87.8211e-3 -67.5154e-3 150.615e-3
87.552e-3 -68.5827e-3 149.588e-3
-60.9777e-3 -57.9445e-3 242.995e-3
-58.1599e-3 -56.0365e-3 182.594e-3
-65.5513e-3 -57.6192e-3 177.504e-3
-64.0506e-3 -58.347e-3 176.044e-3
-64.6637e-3 -58.3775e-3 178.57e-3
-65.5613e-3 -58.5e-3 181.177e-3
-63.2472e-3 -59.173e-3 177.054e-3
-63.6609e-3 -59.3288e-3 179.579e-3
-58.6671e-3 -57.1837e-3 183.571e-3
-69.9928e-3 -64.5674e-3 174.975e-3
-64.011e-3 -71.9718e-3 149.065e-3
70.7141e-3 -64.5838e-3 143.769e-3
86.6172e-3 -57.6493e-3 234.374e-3
86.1916e-3 -58.7407e-3 238.588e-3
87.3403e-3 -61.7513e-3 231.782e-3
-62.5748e-3 -59.086e-3 169.574e-3
-62.2777e-3 -59.5567e-3 166.769e-3
-70.0436e-3 -63.5292e-3 191.448e-3
-69.3881e-3 -61.1999e-3 189.135e-3
-69.7534e-3 -62.2558e-3 190.299e-3
-73.3924e-3 -56.6772e-3 22.2626e-3
97.4652e-3 -76.0474e-3 191.789e-3
87.5102e-3 -61.0053e-3 227.455e-3
-72.2715e-3 -58.8761e-3 23.458e-3
-47.0095e-3 -70.2736e-3 72.13e-3
-63.0413e-3 -89.2547e-3 140.922e-3
-70.1412e-3 -61.9649e-3 26.0839e-3
71.4874e-3 -67.8007e-3 146.186e-3
70.9535e-3 -60.6901e-3 147.161e-3
58.8133e-3 -60.2778e-3 289.489e-3
-62.7921e-3 -59.0421e-3 172.287e-3
86.4122e-3 -76.1079e-3 143.748e-3
88.9041e-3 -70.833e-3 148.439e-3
59.0968e-3 -116.648e-3 91.9596e-3
58.1867e-3 -87.7392e-3 77.8081e-3
-17.6413e-3 -62.2216e-3 298.478e-3
-66.582e-3 -58.4504e-3 182.548e-3
-64.6462e-3 -59.4334e-3 182.23e-3
-64.6277e-3 -60.0107e-3 183.717e-3
-61.1013e-3 -62.5944e-3 190.795e-3
-61.171e-3 -60.9357e-3 193.018e-3
-66.2996e-3 -59.9323e-3 185.583e-3
-60.0175e-3 -57.7245e-3 189.251e-3
-58.4861e-3 -58.5628e-3 181.528e-3
-60.7864e-3 -59.5108e-3 191.923e-3
73.7578e-3 -64.7774e-3 153.519e-3
86.517e-3 -62.3885e-3 158.755e-3
87.1761e-3 -63.2627e-3 156.107e-3
74.2405e-3 -58.4821e-3 158.862e-3
74.3836e-3 -60.7302e-3 157.594e-3
73.0276e-3 -66.8577e-3 150.788e-3
74.1144e-3 -63.7054e-3 154.929e-3
72.9482e-3 -59.0185e-3 154.959e-3
93.9273e-3 -63.8867e-3 189.057e-3
66.1534e-3 -75.86e-3 52.8601e-3
70.6918e-3 -63.345e-3 54.7803e-3
-63.4328e-3 -69.3986e-3 150.636e-3
70.4135e-3 -75.1541e-3 142.39e-3
72.0541e-3 -64.1776e-3 149.192e-3
86.5244e-3 -66.1021e-3 152.578e-3
-61.8094e-3 -65.7004e-3 154.572e-3
-58.7675e-3 -59.7419e-3 250.257e-3
-63.3342e-3 -75.3791e-3 227.004e-3
-62.5347e-3 -60.4992e-3 162.755e-3
-13.0202e-3 -64.1728e-3 300.491e-3
1.0209e-3 -63.441e-3 303.607e-3
-26.6345e-3 -59.5575e-3 293.379e-3
68.5196e-3 -61.9652e-3 62.7415e-3
69.504e-3 -63.2081e-3 58.6848e-3
66.035e-3 -67.7438e-3 74.3904e-3
66.4482e-3 -67.561e-3 70.1844e-3
65.4105e-3 -72.635e-3 84.9175e-3
65.3603e-3 -72.0409e-3 76.6715e-3
67.0652e-3 -68.4453e-3 65.4814e-3
-54.2712e-3 -127.921e-3 152.753e-3
-53.6743e-3 -127.238e-3 148.846e-3
-63.2992e-3 -90.6749e-3 142.292e-3
-62.6212e-3 -91.3761e-3 141.073e-3
-50.418e-3 -116.223e-3 123.182e-3
-49.1108e-3 -117.545e-3 118.659e-3
-49.3064e-3 -120.047e-3 121.961e-3
-50.0543e-3 -120.807e-3 125.876e-3
-50.7932e-3 -121.566e-3 129.845e-3
-50.3489e-3 -126.416e-3 133.621e-3
-49.6489e-3 -125.678e-3 129.747e-3
-51.0577e-3 -127.162e-3 137.527e-3
-51.5001e-3 -122.317e-3 133.897e-3
-52.1874e-3 -123.045e-3 137.813e-3
-51.806e-3 -127.929e-3 141.431e-3
-51.8567e-3 -130.63e-3 144.436e-3
-52.5421e-3 -131.375e-3 148.421e-3
-51.2956e-3 -135.057e-3 149.447e-3
-50.402e-3 -135.096e-3 145.373e-3
-50.057e-3 -134.175e-3 141.468e-3
-52.8848e-3 -123.781e-3 141.762e-3
-50.0428e-3 -131.483e-3 138.492e-3
-52.6056e-3 -118.306e-3 135.174e-3
-51.9382e-3 -117.599e-3 131.282e-3
-51.2264e-3 -116.859e-3 127.285e-3
-48.9228e-3 -124.913e-3 125.746e-3
-50.7422e-3 -112.13e-3 123.979e-3
